Title,Link,Date,Outlet,Country,Summary,Disproof,Article Title,Article Source,Article Media,Reported In,Publication Date,Audience,Article Country,Keywords
People in Belgium want schools to open so they don't have to take care of their children,https://euvsdisinfo.eu/report/people-in-belgium-want-schools-to-open-so-they-dont-have-to-take-care-of-their-children/,30.03.2020,Sputnik Czech,Belgium,"In Belgium, people are only interested in the dates when schools open again, so they don’t have to take care of their children more than they have to. And there are still opinions, even from doctors, that there was no need to close the schools.
Everyone is shocked that the theory that the coronavirus will be everywhere but will miraculously avoid Belgium has failed. 90 percent of the country believed that the coronavirus is no more than the flu.","Conspiracy theory and baseless accusations with no evidence provided. This is part of the ongoing pro-Kremlin disinformation campaign around the coronavirus, which often involves attempts to portray the EU and European countries unable to deal effectively with the outbreak. In this case, the claim attacks the alleged incompetence and ignorance of Belgian people, without providing any evidence to back up its accusations.
This case also plays on the common pro-Kremlin disinformation narrative of the West's alleged moral decay and rejection of traditional values, suggesting - again with no evidence - that Belgians ""don't want to take care of their children"". The notion of ""threatened values"" is one of the master narratives used in pro-Kremlin disinformation, in order to suggest that those committed to decency and traditionalism are under attack from liberal “tyranny”. This narrative is adapted to a wide range of topics and typically used to challenge progressive Western attitudes about the rights of women, ethnic and religious minorities, and LGBTQ groups, among others. It often aims to portray the West as depraved, an immoral actor that fights against traditional values, promotes deviant sexual behavior, and endangers societies.
All information from the Belgian government about the country's response to the COVID-19 pandemic is available here and here.
For similar cases, see here, here, and here.",Disinfo: People in Belgium want schools to open so they don’t have to take care of their children,https://cz.sputniknews.com/ceskarepublika/2020033011735376-zahradil-okomentoval-situaci-v-belgii-ktera-panuje-v-souvislosti-s-koronavirem/,Sputnik Czech,Issue190,30/03/2020,Czech,Belgium,"coronavirus, Western values, European values"
Greta Thunberg claimed to contract the coronavirus to attract media attention,https://euvsdisinfo.eu/report/greta-thunberg-may-claim-to-contract-the-coronavirus-to-attract-media-attention/,30.03.2020,Sputnik Czech,Czech Republic,"The coronavirus has been such a dominant theme over the last few weeks that many people who were used to being in the spotlight are suddenly miserable about another topic forcing them into the background.
We can also expect to see desperate moves from environmental activist Greta Thunberg to attract media attention. In case that her star falls, we may hear not only that she suffered from the coronavirus, but also that she has undergone a gender change or similar, because it will be harder and harder for her to draw media attention to herself.","Conspiracy theory and baseless accusations with no evidence given. This is a recurring pro-Kremlin disinformation narrative targeting environmental activist Greta Thunberg, which exploits the topic of the coronavirus crisis to make its point. The pro-Kremlin media often use crisis situations to spread disinformation about a variety of topics and to push certain pro-Kremlin narratives, with the COVID-19 pandemic being no exception to this rule.
Pro-Kremlin outlets frequently spread disinformation about climate change and, in this context, have targeted the international youth climate protests started by the Swedish activist Greta Thunberg. In August 2018, the Greta Thunberg staged a ""School Strike for Climate"" in front of the Swedish parliament. Later, her strikes inspired youth from all over the world to join a global #FridaysForFuture campaign. The first international school strike was held on Friday, 15 March 2019. Ever since Greta Thunberg has been the target of derogatory commentary from pro-Kremlin media. Read our analysis here.
See earlier disinformation cases alleging, that Greta Thunberg is a mouthpiece used by the lobbyists of green energy giants and that the climate mafia is exploiting Greta Thunberg to lower living standards.",Disinfo: Greta Thunberg claimed to contract the coronavirus to attract media attention,https://cz.sputniknews.com/ceskarepublika/2020033011733528-stonjekova-o-eko-grete-media-si-ji-nevsimaji-brzy-nam-ze-zoufalstvi-rekne-ze-si-zmenila-pohlavi/,Sputnik Czech,Issue190,30/03/2020,Czech,Czech Republic,"coronavirus, Greta Thunberg, LGBT"
The COVID-19 outbreak means the end of Europe; Russia and China will rise,https://euvsdisinfo.eu/report/the-covid-19-outbreak-means-the-end-of-europe-russia-and-china-will-rise/,29.03.2020,One World,"EU, China, Russia","The EU is at its end, which is painfully clear. Like in the old Roman Empire, the Vandalen brought upheaval to the Empire and eventually it broke down. This is what we see right now. The EU countries are unable to help each other, getting help from Russia and China instead, which the EU governments try to label as propaganda. The healthcare system has broken down a long time already. They don’t have masks, no electronic fever thermometers, and are imposing martial law.
When they continue with the lockdown, it will be the end of Europe as we knew it. Russia and China will rise, and more and more EU countries know that “brotherhood” is non-existent.","Recurring pro-Kremlin disinformation narrative about the disintegration of the European Union.
The European Union is supporting the Member States in addressing the crisis, and mitigating the economic consequences of the COVID-19 pandemic.
To cushion the blow to people’s livelihoods and the economy, the European Commission has adopted a comprehensive economic response to the outbreak, applied the full flexibility of the EU fiscal rules, has revised its State Aid rules and proposed to set up a EUR 37 billion Coronavirus Response Investment Initiative to provide liquidity to small businesses and the health care sector.
To support scientific research into the COVID-19, the European Commission earmarked 47,5 million EUR for shortlisted research projects that can improve epidemiology and public health, including preparedness and response to outbreaks.
The EU has also created first ever stockpile of medical equipment. 
Read more about the EU's response here and here.",Disinfo: The COVID-19 outbreak means the end of Europe; Russia and China will rise,http://oneworld.press/?module=articles&action=view&id=1379,One World,Issue190,29/03/2020,English,"EU, China, Russia","coronavirus, Conspiracy theory, EU disintegration"
The coronavirus disinformation campaign is the beginning of the heist of the century,https://euvsdisinfo.eu/report/the-coronavirus-disinformation-campaign-is-the-beginning-of-the-heist-of-the-century/,29.03.2020,Journal of New Eastern Outlook,US,"The current disinformation campaign accompanying the coronavirus pandemic is the beginning of the “heist of the century”. As a result of this con, assets and savings of many nations, companies and individuals will end up in the hands of the current oligarchy, more specifically hundreds of the richest and most powerful families.  The substantial portion of global wealth they already own will only increase as the rich always want more.","An unfounded conspiracy theory, sharing a recurring pro-Kremlin narrative about ""secret elites"" controlling world leaders.
The novel coronavirus, which cases the COVID-19 disease, belongs to a family of viruses originating in animals that include others such as SARS and MERS. It was first reported in the city of Wuhan in central China in late 2019 and has been rapidly spreading across the world, with cases being reported in 190 countries, territories and areas. The number of COVID-19 cases has surpassed 777,000 globally with over 37,000 deaths as of 31 March 2020.
See more examples of  pro-Kremlin disinformation about the coronavirus here.",Disinfo: The coronavirus disinformation campaign is the beginning of the heist of the century,https://journal-neo.org/2020/03/29/coronavirus-the-insane-and-reactionaries-from-usa/,Journal of New Eastern Outlook,Issue190,29/03/2020,English,US,"coronavirus, Conspiracy theory"
380 Belgians caught COVID-19 through a massive act of group sex,https://euvsdisinfo.eu/report/380-belgians-caught-covid-19-through-a-massive-act-of-group-sex/,29.03.2020,"zavtra.ru, progressnews.ge",Belgium,"The Health Minister of Belgium has declared that she will forbid group sex activities, including more than three persons. The reason behind the decision is the highly contagious coronavirus.
The minister had to act resolutely, as Belgium had a reputation of “the binge drinking and group sex capital of Europe”.
The minister decided to forbid sexual acts, including three or more, as last week 500 people were taking part in a coronavirus party that turned into a mass orgy, and 380 of the participants caught the deadly infection.","This is a satire which was misrepresented as factual information. The Belgium minister said no such thing.
The parody text first appeared in the World News Daily Report and was extensively debunked by the international media. It was relayed by a Russian humor account, and then uncritically reprinted by Nationalist Zavtra.
See a previous instance when the pro-Kremlin media has presented satire as facts.
See more examples of pro-Kremlin disinformation about the coronavirus.",Disinfo: 380 Belgians caught COVID-19 through a massive act of group sex,http://zavtra.ru/blogs/380_chelovek_zarazilis_covid-19_v_bel_gii_vo_vremya_massovogo_gruppovogo_seksa,zavtra.ru,Issue190,29/03/2020,"Russian, Georgian",Belgium,coronavirus
Bulgarian sooth-sayer Baba Vanga predicted when the pandemic will end,https://euvsdisinfo.eu/report/bulgarian-sooth-sayer-baba-vanga-predicted-when-the-pandemic-will-end/,29.03.2020,riafan.ru,"Bulgaria, Russia","The coronavirus epidemic is gaining momentum, affecting more and more people. But Vanga did predict that. The Bulgarian sooth-sayer called not to give in to panic.
“One day this world will end, but not anytime soon. Don’t be afraid! Live in harmony and help each other. To live in fear is not living at all!” 
She also reminded that Man cannot change what has been planned “in heaven”, and suggested that all should pray to god:
“Humankind will be saved when all people turn to God in prayer. When all people become better, when they start help each other and stop competing and profiting on each other”
Earlier it became known that Vanga predicted the invention of a cure against the coronavirus in Russia. Russian doctors will, according to her prophesy, produce a cure out of cedar wood.","This is part of pro-Kremlin media, spreading systematic disinformation and confusion about the coronavirus. See a similar case about a ""prediction"" made by Nostradamus here. Global epidemics have spread occasionally in all of human history, with or without the ""predictions"" of soothsayers.",Disinfo: Bulgarian sooth-sayer Baba Vanga predicted when the pandemic will end,https://riafan.ru/1263228-vanga-predskazala-kogda-zakonchitsya-epidemiya-koronavirusa,riafan.ru,Issue190,29/03/2020,Russian,"Bulgaria, Russia",coronavirus
Under the guise of force majeure Europe and Germany became autocratic,https://euvsdisinfo.eu/report/under-the-guise-of-force-majeure-europe-and-germany-became-autocratic/,29.03.2020,Evrozona @ Vesti FM,"EU, Germany","All the political field has shifted to the right. But those who claim that this is pragmatic conservatism are wrong, this is a lie propagated by so-called mainstream propaganda outlets. It is autocracy under the disguise of force majeure circumstances. Europe has become autocratic, Germany has become absolutely autocratic.","Pro-Kremlin disinformation about Germany and EU. Consistent with earlier pro-Kremlin disinformation claims that COVID-19 is a pretext to gain control over the world's population. 
EU Member States have adopted measured to curb the outbreak of COVID-19, that are in line with national laws.
German Chancellor Angela Merkel addressed the nation regarding the measured taken to overcome the COVID-19 outbreak:
""Let me assure you: for someone like myself, for whom freedom of travel and movement were hard-won rights, such restrictions can only be justified when they are absolutely necessary. In a democracy, they should not be enacted lightly – and only ever temporarily. But at the moment they are essential — in order to save human lives.""
See the full address here.
See more examples of pro-Kremlin disinformation about the coronavirus.",Disinfo: Under the guise of force majeure Europe and Germany became autocratic,https://radiovesti.ru/brand/62139/episode/2258140/,Evrozona @ Vesti FM [from 34:15 to 35:05],Issue190,29/03/2020,Russian,"EU, Germany",coronavirus
25th anniversary of Schengen seems like its funeral,https://euvsdisinfo.eu/report/25th-anniversary-of-schengen-seems-like-its-funeral/,29.03.2020,Rossia 24,EU,"The 25th anniversary of Schengen seems more like its funeral. This is a painful farewell to the dream of a united Europe without borders. The utopia did not last long. Now every man is for himself. And everyone is angry at each other. Mutual assistance, common values and human rights, freedom of speech and freedom of movement have faded away in the EU. What is Europe without the Schengen?","Baseless speculation; no evidence given. Consistent with earlier pro-Kremlin disinformation message that the Schengen zone has collapsed and more broadly, with the disinformation narrative that the EU is collapsing as a result of the coronavirus crisis.
The Schengen border code provides Member States with the capability of temporarily reintroducing border control at the internal borders in the event that a serious threat to public policy or internal security has been established:
Where there is a serious threat to public policy or internal security, these countries may exceptionally reintroduce border controls at its internal borders for a period of no more than 30 days (possible to prolong under conditions established by the code) or for the foreseeable duration of the serious threat. This action should be seen as a last resort. If such controls are to be reintroduced, the other EU countries that are part of the Schengen area and the European Commission must be notified without delay with a view to possible consultations. The European Parliament and the Council must be informed at the same time.
The European Union is supporting Member States in addressing the crisis and has adopted measure to mitigate the economic consequences of the COVID-19 pandemic.
To cushion the blow to people’s livelihoods and the economy, the European Commission has adopted a comprehensive economic response to the outbreak, applied the full flexibility of the EU fiscal rules, has revised its State Aid rules and proposed to set up a EUR 37 billion Coronavirus Response Investment Initiative to provide liquidity to small businesses and the health care sector.
To support scientific research into COVID-19, the European Commission earmarked 47.5 million EUR for shortlisted research projects that can improve epidemiology and public health, including preparedness and response to outbreaks. The EU has also created first ever stockpile of medical equipment. 
Read more about the EU's response here and here. For similar cases, see here, here, and here.",Disinfo: 25th anniversary of Schengen seems like its funeral,https://youtube.com/watch?v=WoAc1QRIdYM&t=3395,Rossia 24 [from 56:35 to 57:55],Issue190,29/03/2020,Russian,EU,"coronavirus, EU disintegration"
One cause of coronavirus: Gay marriage,https://euvsdisinfo.eu/report/one-cause-of-coronavirus-gay-marriage/,28.03.2020,Sputnik Arabic,Iraq,One of the most egregious things that caused the spread of this [coronavirus] epidemic is the legalisation [of gay marriage].,"Conspiracy theory about the 2019-nCoV coronavirus mixed in with another popular pro-Kremlin disinformation theme of the moral degradation of the West. 
See more examples of pro-Kremlin disinformatiomn about the coronavirus, including claims that Bill Gates and George Soros are sponsoring it, that it is a UK, US or NATO creation and that the Americans have its cure, that it is an artificial disease which specifically targets Chinese DNA, that it was created with economic goals while big pharma companies are spreading panic for their own profit, that it is a biological weapon against Russia and China, that it will wipe out Ukraine’s population in a few days or that it was predicted by Nostradamus and others.",Disinfo: One cause of Coronavirus: Gay marriage,https://sptnkne.ws/BQEV,Sputnik Arabic,Issue190,28/03/2020,Arabic,Iraq,"coronavirus, Conspiracy theory, LGBT"
NATO countries have been increasing the defense spending and now they don't have lung ventilators,https://euvsdisinfo.eu/report/nato-countries-have-been-increasing-the-defense-spending-and-now-they-dont-have-lung-ventilators/,28.03.2020,Pervyi Kanal,US,"At the insistence of the US, NATO has been pushing its members to increase the defense spending. Now it appears that many of them don’t have epidemiological services, lack lung ventilation machines.","Pro-Kremlin disinformation narrative about the coronavirus and NATO.
The disinformation message suggest that defense spending of NATO allies comes directly at the expense of public health.
In 2006, NATO Defence Ministers agreed to commit a minimum of two per cent of their Gross Domestic Product (GDP) to spending on defence. It is a guideline, which principally serves as an indicator of a country’s political will to contribute to the Alliance’s common defence efforts. Read more about funding NATO here.
In democratic countries setting the state budget is a complex political process reflecting social needs as well as national political priorities. For example in 2017 UK spent 9,6 % of GDP on public health;  according to the OECD data the same year the health spending in France was 11,3% GDP.",Disinfo: NATO countries have been increasing the defense spending and now they don’t have lung ventilators,https://youtube.com/watch?v=0GP2bpqfLfg&t=67,Pervyi Kanal [from 01:07 to 01:24],Issue190,28/03/2020,,US,"coronavirus, NATO"
EU is helpless against the coronavirus,https://euvsdisinfo.eu/report/eu-is-helpless-against-the-coronavirus/,28.03.2020,Pervyi Kanal,EU,"The European Union appeared to be effective as a mechanism of sanctions against Russia, but it turned out to be completely helpless as organisation, which cannot help its members.","Recurring pro-Kremlin disinformation narrative about the European Union.
The European Union is supporting the Member States in addressing the crisis, and mitigating the economic consequences of the COVID-19 pandemic.
To cushion the blow to people’s livelihoods and the economy, the European Commission has adopted a comprehensive economic response to the outbreak, applied the full flexibility of the EU fiscal rules, has revised its State Aid rules and proposed to set up a EUR 37 billion Coronavirus Response Investment Initiative to provide liquidity to small businesses and the health care sector.
To support scientific research into the COVID-19, the European Commission earmarked 47,5 million EUR for shortlisted research projects that can improve epidemiology and public health, including preparedness and response to outbreaks.
The EU has also created first ever stockpile of medical equipment. 
Read more about the EU's response here and here.",Disinfo: EU is helpless against the coronavirus,https://youtube.com/watch?v=0GP2bpqfLfg&t=85,Pervyi Kanal [from 01:25 to 01:35],Issue190,28/03/2020,,EU,"coronavirus, EU"
Poland asks Italy to refuse Russian aid,https://euvsdisinfo.eu/report/poland-asks-italy-to-refuse-russian-aid/,28.03.2020,5-tv.ru,"Italy, Poland","Poland asks Italy to refuse Russian aid, claiming that it is inappropriate to accept help from the Kremlin’s hands.","No evidence given.
This disinformation message is consistent with pro-Kremlin media's false claims that Poland was obstructing Russian aid flights to Italy. For a more detailed debunk see Polygraph.
See more examples of pro-Kremlin disinformation about the coronavirus.",Disinfo: Poland asks Italy to refuse Russian aid,https://www.5-tv.ru/projects/broadcast/510329/itogi-nedeli-s22-po28marta-2020-goda/,5-tv.ru [from 29:55 to 30:05],Issue190,28/03/2020,Russian,"Italy, Poland",coronavirus
"COVID-19: ""Washing hands is useless""",https://euvsdisinfo.eu/report/covid-19-washing-hands-is-useless/,28.03.2020,Sputnik Germany,"EU, Germany",Hygienist criticises measures to protect against COVID-19 and states “Washing your hands is useless”.,"There is no medical evidence to support the claim that hand washing is useless.
The WHO, as well as all major international health organisations, the EU and its national health ministries, clearly emphasise that ""regularly and thoroughly cleaning your hands or washing your hands with soap and water or using alcohol-based hand rub demonstrably kills viruses on hands"", which helps to contain the spreading of COVID-19.

The German Ministry for Health lays out in its protective-guidelines for patients, ""to disinfect hands regularly"" and in its current information on COVID-19, the German Ministry further states to protect from COVID-19 with ""washing hands regularly and thoroughly for at least 20 seconds with soap and water"". The same recommendations are formulated by the French Ministry for Health at its COVID-19 information page.
The WHO additionally states, that washing bare hands regularly offers more protection against COVID-19 than wearing rubber gloves.
Read more about the EU's response here and information from the EU about fighting disinformation.",Disinfo: COVID-19: “Washing hands is useless”,https://de.sputniknews.com/gesellschaft/20200328326714374-haendewaschen-bringt-gar-nichts--hygienearzt-kritisiert-massnahmen-zum-schutz-vor-covid-19/,Sputnik Germany,Issue190,28/03/2020,German,"EU, Germany","coronavirus, health"
"""PR infection"": Greta Thunberg is using COVID-19 for public relations",https://euvsdisinfo.eu/report/greta-thunberg-is-using-covid-19-for-public-relations/,28.03.2020,5-tv.ru,Sweden,"Greta Thunberg’s announcement that she felt the symptoms of COVID-19 is the first case of a “PR infection”, that is using the pandemic to regain some of the public spotlight, that has been recently fading. It is means to again draw some attention to herself.","Recurring pro-Kremlin disinformation smearing Greta Thunberg.
Greta Thunberg announced on Instagram that she has been self-isolating as she had felt some of the COVID-19 symptoms, in line with the advise of the public health authorities.
See more examples of pro-Kremlin disinformation about the coronavirus here.",Disinfo: “PR infection”: Greta Thunberg is using COVID-19 for public relations,https://www.5-tv.ru/projects/broadcast/510329/itogi-nedeli-s22-po28marta-2020-goda/,5-tv.ru [from 40:19 to 40:32],Issue190,28/03/2020,Russian,Sweden,"coronavirus, Greta Thunberg"
The coronavirus is surprisingly selective,https://euvsdisinfo.eu/report/the-coronavirus-is-surprisingly-selective/,27.03.2020,fondsk.ru,"Italy, Mongolia, China, US, France, Spain","The virus passes over states not involved in major issues of world politics, and is spreading on territories where the global stakeholders’ interests collide. Of course, other countries are affected, but the virus does not present any danger for them.
The virus has selected China, Iran, Italy and Spain as targets. Stuck between Spain and Italy is France. Their neighbours are affected less, if affected at all. In Mongolia on 23 March there was only one case, though the country is populated by as many Chinese as Mongolians and the borders between China and Mongolia have remained open.","An baseless conspiracy theory with no evidence given. For accurate and up-to-date data on the spread of COVID-19, see the sites of the European Centre for Disease Control or the World Health Organisation.
See related disinformation cases downplaying the COVID-19 pandemic, like that the mainstream media and governments overestimate the coronavirus threat and that the coronavirus outbreak is a lie.",Disinfo: The coronavirus is surprisingly selective,https://www.fondsk.ru/news/2020/03/27/etot-na-udivlenie-izbiratelnyj-virus-50467.html,fondsk.ru,Issue190,27/03/2020,Russian,"Italy, Mongolia, China, US, France, Spain","coronavirus, Conspiracy theory"
